Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2016;7,58
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2015;6,92
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2014;7
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2013;6,93
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2012;6,91
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2011;7,11
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2010;6,93
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2009;7,01
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2008;7,07
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2007;6,92
Distribución (porcentajes verticales);Quintil 2;12 Otros bienes y servicios;2006;6,79
Distribución (porcentajes verticales);Quintil 3;Índice general;2023;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2022;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2021;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2020;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2019;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2018;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2017;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2016;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2015;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2014;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2013;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2012;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2011;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2010;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2009;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2008;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2007;100
Distribución (porcentajes verticales);Quintil 3;Índice general;2006;100
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2023;18,36
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2022;18,08
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2021;18,6
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2020;19,52
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2019;15,78
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2018;15,87
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2017;15,72
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2016;16,29
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2015;16,98
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2014;17,08
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2013;17,09
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2012;16,78
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2011;16,36
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2010;16,19
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2009;16,25
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2008;16,51
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2007;16,4
Distribución (porcentajes verticales);Quintil 3;01 Alimentos y bebidas no alcohólicas;2006;16,97
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2023;1,55
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2022;1,55
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2021;2,01
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2020;2,13
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2019;1,99
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2018;2,02
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2017;2,04
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2016;2,16
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2015;2,14
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2014;2,09
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2013;2,31
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2012;2,29
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2011;2,31
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2010;2,39
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2009;2,41
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2008;2,24
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2007;2,18
Distribución (porcentajes verticales);Quintil 3;02 Bebidas alcohólicas y tabaco;2006;2,16
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2023;4,03
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2022;3,94
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2021;4,01
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2020;3,63
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2019;4,49
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2018;4,87
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2017;5,21
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2016;5,07
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2015;4,94
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2014;4,75
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2013;4,62
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2012;4,6
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2011;5,17
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2010;5,38
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2009;5,55
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2008;5,76
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2007;6,27
Distribución (porcentajes verticales);Quintil 3;03 Vestido y calzado;2006;6,8
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;33,48
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;34,18
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;35,09
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;36,99
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;32,6
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;31,88
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;31,83
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;32,62
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;33,45
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;34,18
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;34,52
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;33,64
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;33,09
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;32,25
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;31,28
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;29,32
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;28,16
Distribución (porcentajes verticales);Quintil 3;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;26,91
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;3,81
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;3,84
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;3,82
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;3,83
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;3,92
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;4
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;4,1
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;3,88
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;3,8
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;3,58
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;3,71
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;3,86
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;4,18
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;4,14
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;4,48
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;4,5
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;4,91
Distribución (porcentajes verticales);Quintil 3;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;5,19
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2023;3,63
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2022;3,79
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2021;3,92
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2020;3,37
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2019;3,45
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2018;3,42
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2017;3,29
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2016;3,35
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2015;3,27
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2014;2,88
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2013;2,7
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2012;2,69
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2011;2,71
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2010;2,64
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2009;2,64
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2008;2,69
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2007;2,63
Distribución (porcentajes verticales);Quintil 3;06 Sanidad;2006;2,78
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2023;9,41
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2022;9,64
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2021;8,7
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2020;8,04
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2019;10,8
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2018;10,57
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2017;10,14
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2016;9,58
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2015;9,57
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2014;9,94
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2013;10,14
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2012;10,12
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2011;9,61
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2010;10,11
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2009;9,85
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2008;11,03
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2007;11,19
Distribución (porcentajes verticales);Quintil 3;07 Transporte;2006;11,19
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2023;3,01
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2022;3,25
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2021;3,55
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2020;3,84
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2019;3,48
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2018;3,65
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2017;3,55
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2016;3,54
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2015;3,29
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2014;3,39
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2013;3,49
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2012;3,51
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2011;3,48
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2010;3,55
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2009;3,53
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2008;3,5
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2007;3,3
Distribución (porcentajes verticales);Quintil 3;08 Comunicaciones;2006;3,33
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2023;4,55
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2022;4,34
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2021;4,08
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2020;3,75
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2019;4,91
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2018;4,98
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2017;5,22
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2016;5,29
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2015;5,38
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2014;5,34
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2013;5,3
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2012;5,7
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2011;6,03
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2010;5,99
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2009;6,22
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2008;6,58
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2007;6,53
Distribución (porcentajes verticales);Quintil 3;09 Ocio y cultura;2006;6,7
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2023;1,29
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2022;1,53
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2021;1,43
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2020;1,41
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2019;1,42
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2018;1,33
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2017;1,29
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2016;1,27
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2015;1,32
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2014;1,32
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2013;1,19
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2012;1,16
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2011;1,02
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2010;0,98
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2009;0,92
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2008;0,93
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2007;0,94
Distribución (porcentajes verticales);Quintil 3;10 Enseñanza;2006;0,78
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2023;9,48
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2022;8,46
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2021;7,16
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2020;5,69
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2019;9,57
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2018;9,55
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2017;10
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2016;9,28
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2015;8,62
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2014;8,23
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2013;7,77
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2012;8,38
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2011;8,8
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2010;9,06
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2009;9,58
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2008;9,88
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2007;10,33
Distribución (porcentajes verticales);Quintil 3;11 Restaurantes y hoteles;2006;9,97
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2023;7,4
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2022;7,42
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2021;7,63
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2020;7,79
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2019;7,59
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2018;7,86
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2017;7,61
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2016;7,69
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2015;7,24
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2014;7,23
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2013;7,17
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2012;7,27
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2011;7,24
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2010;7,31
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2009;7,29
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2008;7,08
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2007;7,18
Distribución (porcentajes verticales);Quintil 3;12 Otros bienes y servicios;2006;7,21
Distribución (porcentajes verticales);Quintil 4;Índice general;2023;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2022;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2021;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2020;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2019;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2018;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2017;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2016;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2015;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2014;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2013;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2012;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2011;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2010;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2009;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2008;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2007;100
Distribución (porcentajes verticales);Quintil 4;Índice general;2006;100
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2023;16,42
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2022;15,73
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2021;16,61
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2020;16,73
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2019;13,78
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2018;13,79
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2017;13,78
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2016;14,21
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2015;14,61
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2014;14,46
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2013;14,94
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2012;14,4
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2011;13,83
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2010;13,99
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2009;13,76
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2008;13,94
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2007;13,82
Distribución (porcentajes verticales);Quintil 4;01 Alimentos y bebidas no alcohólicas;2006;14,09
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2023;1,5
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2022;1,68
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2021;1,75
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2020;1,99
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2019;1,69
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2018;1,75
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2017;1,76
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2016;1,76
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2015;1,91
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2014;1,89
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2013;1,95
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2012;2,1
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2011;1,95
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2010;1,99
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2009;1,99
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2008;1,92
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2007;1,85
Distribución (porcentajes verticales);Quintil 4;02 Bebidas alcohólicas y tabaco;2006;1,84
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2023;4,22
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2022;3,98
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2021;4,25
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2020;4,02
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2019;4,97
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2018;5,21
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2017;5,51
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2016;5,39
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2015;5,54
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2014;5,33
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2013;5,16
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2012;5,18
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2011;5,62
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2010;5,9
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2009;5,98
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2008;6,35
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2007;6,77
Distribución (porcentajes verticales);Quintil 4;03 Vestido y calzado;2006;6,8
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;30,53
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;31,71
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;32,9
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;34,45
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;29,45
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;29,25
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;28,55
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;29,52
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;31,06
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;31,64
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;32,48
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;31,57
